epoch,loss
0,0.008367605826259
1,0.007862973675132
2,0.008142549738288
3,0.008241066887975
4,0.008304298245907
5,0.008158385324478
6,0.008085148796439
7,0.008171970069408
8,0.008120963567495
9,0.008205583959818
10,0.008326411613822
11,0.008208387023211
12,0.008206104770303
13,0.00823624818027
14,0.008024286180735
15,0.008107117447257
16,0.008122541961074
17,0.00806766192615
18,0.008068556541204
19,0.008115091794729
20,0.008010674023628
21,0.008135970577598
22,0.008081246075034
23,0.008112638643384
24,0.008082250449061
25,0.007993151569366
26,0.007983177503943
27,0.008009221720696
28,0.008079687142372
29,0.008048437705636
29,0.008116177299619
30,0.008007449197769
31,0.007969091647863
32,0.007985152289271
33,0.008092246055603
34,0.008073203730583
35,0.008070016273856
36,0.007988601511717
37,0.007970369538665
38,0.00796669331789
38,0.031134173481166
39,0.032539940549433
40,0.033148923043907
41,0.033826784697175
42,0.033265364907682
43,0.018539854630828
44,0.018263141936064
45,0.018179972264171
46,0.01818553134799
47,0.01778405752331
48,0.017817049013078
49,0.018100245219469
50,0.017249102149904
51,0.017531163458526
52,0.017726283821464
51,0.017627996109426
52,0.01766342382133
53,0.017697283105552
54,0.017398876281083
55,0.016982903642953
56,0.016432146438956
57,0.01642616571933
58,0.016706853893399
59,0.016083181872964
60,0.016394982995093
61,0.016791276802123
62,0.016402897810936
63,0.016471106030047
64,0.016686289988458
60,0.016876678064466
61,0.016534243631363
62,0.016520027214289
63,0.016187936300039
64,0.015869135650992
65,0.016110363835096
66,0.015915488219261
67,0.01581210321188
68,0.015724644033611
69,0.015558902841807
70,0.015515981972218
71,0.015478559663892
72,0.015137885195762
73,0.015541396437585
74,0.015190217773616
75,0.015348293377459
76,0.014951789237559
77,0.015090915325284
78,0.015235648462176
79,0.015087416255474
76,0.014849072089791
77,0.015252145147324
78,0.014744518588483
79,0.015262189503014
80,0.015011811281741
81,0.015170139707625
82,0.015287408950925
83,0.014638131345809
84,0.014876029510796
85,0.015081139615178
86,0.014932622501254
87,0.015179083231092
88,0.014323910745978
89,0.014665009681881
90,0.014915967452526
91,0.014578506748378
92,0.014480996502936
93,0.014385997259617
94,0.014904809838533
95,0.014539155972004
96,0.014765651679039
97,0.014072910387814
98,0.01432547532022
99,0.01414760889709
100,0.014091186971963
101,0.013754536047578
102,0.013337797147036
103,0.012860336634517
104,0.012915343593061
105,0.013113094621897
106,0.013241105826199
107,0.012968523453176
108,0.01346119928211
109,0.013106862665713
110,0.012983932326734
111,0.012996030957997
112,0.012925223609805
113,0.013213321857154
114,0.013061148181558
115,0.013194467163086
115,0.011572665236145
116,0.011416462701559
117,0.011233726208657
118,0.011908207263053
119,0.011426592227817
120,0.011238670614362
121,0.01112098980993
122,0.011453459341824
123,0.011387416031957
124,0.011382462053001
125,0.010942110174894
126,0.011719607001543
127,0.011069399647415
128,0.011866718715429
129,0.01104124442637
130,0.010965332663059
131,0.0111959128052
132,0.01133432674259
133,0.011193356590718
134,0.011393875958026
124,0.008913095499575
124,0.011033792893589
125,0.011560675051808
126,0.011174930243194
127,0.011333112125099
128,0.011496522146463
129,0.011186911402643
130,0.011511198804528
131,0.011480731379986
132,0.01115160484612
133,0.011411576014012
134,0.0116461147964
135,0.011064173194766
136,0.011026481062174
137,0.011218790332973
138,0.011022621832043
139,0.011451000396907
140,0.011440869733691
141,0.011251286388934
142,0.010918417865038
143,0.011050228530914
139,0.011525269176066
140,0.011314461104572
141,0.01107697121501
142,0.011305623933673
143,0.011438096252084
144,0.011519069651514
145,0.011135807751119
146,0.011210512879118
147,0.011227035793662
148,0.011317068585008
149,0.011425886011124
150,0.011424789883196
151,0.01124919115901
152,0.011168853683397
153,0.010820036634803
154,0.011175001448393
155,0.011733851404488
156,0.010940400075913
157,0.011422251886129
158,0.010831389840692
146,0.013962055241317
147,0.014784424330294
148,0.013981008256972
149,0.01358547963649
150,0.01392925029397
151,0.01376297044903
152,0.013783224272356
153,0.013418414376676
154,0.013569148097187
155,0.013315659996495
156,0.013690082602203
157,0.013214388054609
158,0.01325805253163
159,0.013674577876926
160,0.013376350146532
161,0.01376304448843
162,0.013524480186403
163,0.013847299363464
164,0.013711323003471
165,0.014166551917046
146,0.007252268232405
147,0.007394667086005
